FID,ID_BARRIO,NUMBARRIO,NOMBARRIO,NOMCOMUNBAR,SDOAREA
da_cartografiaBarrio.1481,1481,307,CAÑADA DE CEUTA               ,CAÑADA DE CEUTA               ,"POLYGON ((364637.412422791 4057713.84554558, 364628.596643755 4057721.63680176, 364613.596738427 4057734.73192174, 364570.653144131 4057784.63421941, 364555.767947753 4057770.70143683, 364548.812811285 4057760.0565536, 364541.448602746 4057742.86269897, 364536.130366817 4057722.55383292, 364534.902292225 4057716.00387068, 364527.538114489 4057701.67500563, 364522.628979734 4057690.62110113, 364516.491832267 4057678.74821339, 364516.082695999 4057666.26226379, 364515.264492048 4057647.6343413, 364506.263275282 4057630.19150615, 364487.8530759 4057617.09176056, 364479.670005937 4057612.99786731, 364442.848766239 4057601.53432221, 364410.619624143 4057597.7656974, 364393.918537056 4057594.5758964, 364382.463417512 4057586.87805325, 364373.871288279 4057577.46218437, 364370.598131312 4057563.95127098, 364364.46090307 4057544.71041091, 364358.324812552 4057538.15950396, 364336.640619457 4057526.6967897, 364326.003581345 4057526.2879106, 364318.639588544 4057527.92499023, 364301.456680545 4057535.70416897, 364293.683701609 4057537.34125677, 364279.926681137 4057534.95643167, 364261.362661049 4057532.42966514, 364244.997591533 4057525.46988849, 364230.373497145 4057516.30709903, 364234.773432218 4057510.53706726, 364251.113258912 4057495.29692631, 364259.043152213 4057485.83186553, 364264.173087014 4057480.05682491, 364265.623065331 4057478.12681452, 364272.588944506 4057467.32977026, 364279.392890853 4057462.66670526, 364283.582843513 4057458.48667006, 364288.922802622 4057454.93661863, 364296.502729499 4057448.51655071, 364299.362693907 4057445.36152778, 364302.454631289 4057439.74151114, 364308.332556516 4057433.10646456, 364314.817477345 4057426.08841203, 364318.245424936 4057421.41138782, 364319.959366369 4057416.11038664, 364317.778328008 4057412.52342625, 364315.752299813 4057409.87246053, 364301.105244014 4057404.25965841, 364289.887169844 4057397.08782059, 364282.408121507 4057392.40992836, 364242.569704547 4057352.94255643, 364234.656637711 4057346.57167582, 364208.966473558 4057330.7280456, 364183.541372211 4057320.64339095, 364171.998378917 4057320.87952989, 364159.985349619 4057317.81568679, 364149.620340384 4057316.63681673, 364140.905322803 4057314.75092932, 364129.834543904 4057334.55198975, 364117.820729238 4057351.05207382, 364096.38698279 4057373.44424987, 364085.316030867 4057377.45236892, 364075.423039688 4057377.9234869, 364065.992725997 4057349.04470884, 364054.928583739 4057335.72989254, 364048.804422791 4057320.88002218, 364034.435294224 4057308.71624172, 364027.271138415 4057294.31038239, 364027.271062798 4057287.43040812, 364029.26092187 4057274.67043171, 364032.750750662 4057259.20044723, 364033.245634119 4057248.61048081, 364033.430568122 4057242.61050099, 364033.720459675 4057232.75053433, 364029.58032644 4057220.50063034, 364035.044287011 4057217.07757684, 364039.979243887 4057213.30153107, 364043.172156676 4057205.45952162, 364047.038048736 4057195.74951098, 364050.850970094 4057188.70349101, 364054.46089711 4057182.1654716, 364055.652808826 4057174.162487, 364060.927702405 4057164.62645854, 364064.500609638 4057156.28244629, 364073.169484885 4057145.17038246, 364073.069453078 4057142.27039448, 364077.109397466 4057137.32036387, 364081.649334133 4057131.68032974, 364082.494303958 4057128.95532963, 364084.234251554 4057124.23032611, 364085.129229324 4057122.23032269, 364085.499137673 4057113.89034927, 364112.997732908 4057077.76314956, 364115.228675608 4057072.60014164, 364217.715170235 4057120.59771787, 364226.08511347 4057115.64863449, 364224.753990998 4057104.41969222, 364218.475732531 4057080.62785659, 364209.914485088 4057057.78704525, 364207.82229611 4057040.46713483, 364210.403061953 4057019.14418238, 364214.323901817 4057004.61618845, 364224.015616206 4056978.76716612, 364239.01145177 4056964.11703769, 364252.716877423 4056959.76439284, 364395.932639351 4056942.82842962, 364415.368748255 4056936.16096788, 364434.011807199 4056923.78898612, 364444.474638247 4056906.65872366, 364459.883247933 4056854.88744722, 364478.525854774 4056800.64177962, 364482.140141627 4056781.22757532, 364482.1398693 4056767.52394207, 364487.276383623 4056767.52340173, 364494.125042649 4056780.37093204, 364508.202899681 4056812.15670636, 364512.388181444 4056819.103884, 364518.998987393 4056826.66962267, 364523.992741042 4056830.47626472, 364537.212400312 4056836.19044454, 364541.351946396 4056840.61140314, 364546.060419969 4056851.36527363, 364547.915056913 4056856.88486869, 364558.188372466 4056885.19717105, 364560.376176243 4056892.81054371, 364565.315657768 4056915.56330152, 364567.740920428 4056930.75637417, 364905.613705175 4056898.4866635, 364914.558806535 4056905.17153816, 364948.868886521 4056901.90116119, 364956.108917699 4056902.55107684, 364962.588972031 4056905.61099247, 364965.966720351 4056910.74316039, 365000.468498147 4056943.09442933, 365024.57988966 4056972.31505198, 365031.900981198 4056978.6269466, 365037.862077309 4056985.79585355, 365046.396240435 4056998.4627118, 365105.74150106 4057004.46301917, 365110.324611415 4057013.42293546, 365113.390646156 4057015.73789256, 365122.964739132 4057021.50876377, 365132.200841029 4057028.22863546, 365128.801089751 4057052.71858685, 365112.61306383 4057243.60209051, 365092.892734228 4057259.56136137, 365060.061231575 4057295.1479834, 365023.131338351 4057338.21301103, 365008.583189715 4057354.3193395, 364996.317020625 4057366.34139705, 364962.011765386 4057393.4225305, 364936.815967506 4057410.01847592, 364917.936715674 4057424.68793361, 364920.114435215 4057430.40958826, 364920.634447236 4057431.37957893, 364920.654452642 4057431.87957691, 364950.494884746 4057463.44912825, 364977.765294587 4057493.74871332, 364987.15542116 4057502.82857536, 364992.731332805 4057505.73412058, 365014.423759907 4057526.52018449, 365021.325851992 4057533.11808344, 365027.625884647 4057534.31800847, 365031.355921229 4057536.64795829, 365038.045939341 4057536.36788425, 365040.585954484 4057537.03785336, 365047.986011032 4057540.1577592, 365058.986088061 4057544.13762159, 365053.376182054 4057554.62764702, 365047.226247237 4057562.5676876, 365040.495679317 4057569.12602824, 365031.227079154 4057578.95142612, 365018.856504548 4057595.08788928, 364998.956639623 4057613.60804594, 365009.016801157 4057625.80788951, 365023.974999942 4057640.07567087, 365009.797088848 4057652.5677849, 365000.947138879 4057659.84785791, 364993.396187586 4057666.62091816, 365025.150606329 4057696.64045519, 365034.887463522 4057680.39740437, 365048.687870922 4057714.62712749, 365032.998146822 4057745.08719396, 365057.349493732 4057770.60583045, 365071.348273686 4057745.87676235, 365076.748322391 4057748.88669122, 365076.378328378 4057749.55669297, 365088.678439318 4057756.41653096, 365094.448492639 4057759.75645454, 365125.453682645 4057768.6400763, 365130.358882898 4057786.06595939, 365138.369139521 4057807.90579209, 365157.519654591 4057850.88542523, 365157.829663501 4057851.6354191, 365118.093943868 4057889.43272782, 365157.226525611 4057933.00413618, 365182.506053135 4057975.50170325, 365161.46104001 4057980.2449208, 365158.833026955 4057981.05130152, 365144.501037097 4057984.78509354, 365143.615071332 4057988.25909103, 365138.627062731 4057988.86414443, 365136.329036841 4057987.07917639, 365130.87103576 4057988.52523203, 365129.660023513 4057987.7162484, 365118.571013262 4057989.89536413, 365093.600990475 4057994.82562463, 365085.880980951 4057996.115706, 365068.711022187 4058004.845866, 365060.711052211 4058009.9259369, 365041.090871737 4057998.52619619, 365036.590820464 4057994.98625899, 365031.780743841 4057989.15633345, 365032.470739633 4057988.56632788, 365017.242403218 4057970.75742671, 365010.560386195 4057961.61666859, 365002.230238886 4057950.16680249, 364994.760237905 4057938.67570694, 364981.49982983 4057917.71715007, 364956.989368485 4057881.48755364, 364982.299259205 4057864.01733396, 364990.759219531 4057857.87726157, 364971.558867549 4057830.39757458, 364943.738392519 4057793.90801647, 364935.1782539 4057783.39814992, 364918.187979358 4057762.60841464, 364913.81799891 4057765.69845236, 364898.957737354 4057745.52869115, 364872.297208959 4057703.8591396, 364870.967216283 4057704.92915062, 364853.156931259 4057683.47442737, 364801.662818127 4057687.86198787, 364774.796891951 4057702.52523543, 364755.276941347 4057712.77041669, 364754.4469479 4057713.6204229, 364743.727035924 4057724.91050185, 364750.932112651 4057729.97540287, 364764.697301887 4057743.63019938, 364763.047395025 4057752.78018465, 364746.857432432 4057760.92033613, 364726.297328637 4057757.17057962, 364701.81711641 4057744.47089953, 364665.78878696 4057724.22437623, 364663.506808708 4057726.901392, 364637.412422791 4057713.84554558))"
da_cartografiaBarrio.1483,1483,321,SAN JUAN-EL ALBARICOCAL       ,SAN JUAN-EL ALBARICOCAL       ,"POLYGON ((364586.170735638 4058668.52480759, 364573.339419199 4058642.58204426, 364563.51197232 4058603.80429504, 364557.232526461 4058564.20750978, 364550.314242138 4058539.73167608, 364538.668968581 4058517.50988639, 364506.183402723 4058473.81740616, 364459.266938285 4058351.14037739, 364451.417572546 4058319.50858103, 364592.726363684 4058354.5728863, 364662.949751016 4058371.57104635, 364706.769999111 4058382.80952014, 364764.139316943 4058396.91983369, 364807.060555537 4058407.58431993, 364845.462752383 4058415.59886593, 364887.947989594 4058426.30335716, 364904.812076378 4058429.87115772, 364937.629221981 4058434.64777748, 364962.018314485 4058436.7345002, 364994.648451122 4058440.7381249, 365028.50758707 4058444.35473745, 365030.516089686 4058490.94454803, 365030.556186954 4058500.05451489, 365029.816494017 4058529.044419, 365031.266752932 4058552.93431723, 365031.716783325 4058555.66430246, 365050.532309245 4058599.98893577, 365060.127578864 4058622.74374834, 365068.776793231 4058640.57458905, 365034.065774006 4058647.9309453, 365008.107702533 4058648.07423093, 364984.24764739 4058649.19448991, 364926.248729867 4058672.15204639, 364922.52273023 4058673.1630838, 364918.595376715 4058657.48446881, 364912.363820813 4058643.09694232, 364903.575804237 4058629.82847923, 364880.726994713 4058598.4957463, 364885.839797858 4058585.22712994, 364893.828605387 4058569.40068714, 364891.751190625 4058543.18331447, 364887.311186676 4058538.26495956, 364844.279408135 4058570.34831855, 364710.858548884 4058618.61761529, 364586.170735638 4058668.52480759))"
da_cartografiaBarrio.1907,1907,219,PARQ EMP SANTA CRUZ,POL IND SANTA CRUZ,"POLYGON ((366246.380927717 4062955.17350654, 366242.705750826 4062936.78159201, 366238.640544564 4062915.28968952, 366232.840383194 4062899.05979162, 366230.060872099 4062898.47332209, 366228.960329278 4062894.06984487, 366227.620199769 4062880.30989417, 366229.420081217 4062867.03990947, 366242.849487892 4062799.61994237, 366248.589135657 4062760.07998383, 366240.24810547 4062758.67807452, 366250.542846385 4062728.22304508, 366284.411009649 4062738.32366548, 366301.047055086 4062739.5114887, 366332.735700201 4062693.76027449, 366335.790871738 4062658.05899777, 366337.660625551 4062652.7615817, 366341.160059077 4062645.04602401, 366346.498942208 4062637.12411433, 366355.716514393 4062627.12034301, 366422.058613705 4062555.11969305, 366372.422824048 4062371.63467932, 366374.768497961 4062364.00567829, 366601.953531259 4062286.05448588, 366636.796078145 4062417.62472936, 366665.745618451 4062521.29281525, 366690.9715317 4062609.33192792, 366712.510446684 4062689.0028182, 366724.414972777 4062743.92655659, 366728.989278128 4062776.34292783, 366725.66009812 4062807.74603346, 366715.993677445 4062851.96822998, 366703.613623219 4062889.04913867, 366698.138501645 4062906.02247599, 366665.28688712 4062910.95054478, 366623.674850133 4062918.06880546, 366593.560884028 4062924.09189597, 366560.161747016 4062929.56749549, 366524.024971769 4062935.0431235, 366483.821286224 4062941.5090684, 366436.968179733 4062946.54205846, 366362.901142057 4062952.65529946, 366314.352052746 4062953.7038024, 366246.380927717 4062955.17350654))"
da_cartografiaBarrio.1903,1903,218,PARQ EMP GUADALHORCE,POL IND GUADALHORCE,"POLYGON ((366703.613623219 4062889.04913867, 366715.993677445 4062851.96822998, 366725.66009812 4062807.74603346, 366728.989278128 4062776.34292783, 366724.414972777 4062743.92655659, 366712.510446684 4062689.0028182, 366690.9715317 4062609.33192792, 366665.745618451 4062521.29281525, 366636.796078145 4062417.62472936, 366601.953531259 4062286.05448588, 366374.768497961 4062364.00567829, 366362.078166954 4062302.49996371, 366294.93121626 4061939.62911422, 366390.724742498 4061912.60639886, 366557.689002125 4061867.38539413, 366679.144192951 4061834.14279332, 366846.704145658 4061788.77125456, 367037.811686246 4061736.72664958, 367127.842892513 4061709.94351005, 367166.794559243 4061694.64640924, 367206.173448533 4061675.98397642, 367265.447729713 4061642.92798848, 367353.809972721 4061583.44967267, 367530.828073066 4061466.64904252, 367613.792576923 4061418.22591092, 367767.660522895 4061329.11018646, 367906.918178846 4061248.87615514, 368043.811584474 4061169.54844201, 368179.744141228 4061090.40975725, 368240.2159602 4061050.7172038, 368292.842930181 4061004.64702823, 368311.19846097 4061011.61192525, 368349.929283521 4060947.55604871, 368412.495873697 4061004.16253498, 368453.736198366 4061062.59797046, 368489.959610333 4061112.9070322, 368564.217849847 4061188.90845162, 368755.096356719 4061358.12287305, 368759.534133038 4061361.9688522, 368779.178811663 4061378.99382588, 368897.239893918 4061481.31094351, 369025.845906907 4061588.25438189, 369069.165901507 4061632.92706855, 369093.098658313 4061694.64647533, 369094.887495226 4061699.25964863, 369119.932390753 4061785.22134565, 369134.012232102 4061835.4014171, 369146.331093998 4061879.30541899, 369161.899553914 4061934.1313881, 369174.083946836 4062020.77008771, 369184.237915968 4062128.39165002, 369186.18309616 4062186.60496277, 369155.13294857 4062173.06510147, 369076.615936275 4062145.99129307, 368878.96975959 4062089.13664197, 368829.558262277 4062080.33790618, 368783.00641299 4062078.53101987, 368743.4030392 4062080.78527832, 368717.32278109 4062083.68334929, 368687.056809802 4062087.86937385, 368670.635913182 4062090.44536576, 368641.335867042 4062093.34347054, 368616.865486047 4062094.30966014, 368582.977205733 4062093.10260141, 368427.541828705 4062081.03008471, 368324.186562087 4062073.30371514, 368257.60405413 4062069.514072, 368245.82756189 4062067.40467249, 368246.911510344 4062057.84961429, 368168.348628683 4062052.05484855, 368132.286967322 4062048.19149973, 368088.497808657 4062043.68427757, 368044.708615518 4062035.31332706, 368013.798592026 4062028.87410521, 367965.501643576 4062014.70760979, 367928.795949493 4062002.47285663, 367889.097610169 4061986.08367101, 367852.9003828 4061969.49209124, 367816.885140559 4061951.21551367, 367766.947343309 4061993.58774479, 367849.590317123 4062131.90858963, 367809.022104979 4062256.91672531, 367770.384896463 4062284.60718363, 367721.444384008 4062314.2296139, 367533.258681483 4062428.39768833, 367530.512142406 4062446.24232894, 367585.24932676 4062534.14157107, 367542.748410359 4062565.69579562, 367504.755122077 4062588.87856175, 367446.799230642 4062621.07690189, 367402.366379016 4062645.5476441, 367359.865388813 4062668.73045649, 367303.841255254 4062688.04968186, 367243.631415361 4062709.30081466, 367210.23094989 4062720.91042627, 367130.617219495 4062748.58322868, 367038.531569491 4062779.49401283, 366907.808590385 4062823.92824654, 366793.828441743 4062860.95682606, 366725.569144697 4062883.17397192, 366703.613623219 4062889.04913867))"
da_cartografiaBarrio.1814,1814,39,LA TORRECILLA                 ,LA TORRECILLA                 ,"POLYGON ((375607.71021687 4065258.09650805, 375604.676163476 4065254.26652815, 375597.638962968 4065235.49556844, 375582.818506833 4065191.60965057, 375587.757521842 4065188.56361186, 375617.384603514 4065169.20337885, 375639.677698377 4065158.93620623, 375647.597578578 4065135.47013205, 375646.424401256 4065113.76312672, 375637.88109691 4065083.11117054, 375599.014083865 4064991.69540142, 375604.231109076 4064989.66736117, 375616.091169424 4064985.44726991, 375623.816202529 4064981.89720995, 375636.961250787 4064974.81210722, 375661.736313877 4064957.85191122, 375668.621333969 4064953.46685694, 375671.444338438 4064951.18183437, 375674.266342902 4064948.8968118, 375677.561351699 4064946.69178575, 375677.851348867 4064946.03178316, 375677.891345543 4064945.56178255, 375680.091332084 4064941.59176353, 375680.691317986 4064939.16175746, 375676.271149755 4064921.91177921, 375632.500137861 4064835.65205027, 375632.010124015 4064834.36205309, 375631.690114373 4064833.44205489, 375631.600106617 4064832.53205497, 375631.600102899 4064832.05205466, 375631.780098118 4064831.25205279, 375632.050095207 4064830.60205035, 375632.38009362 4064830.06204753, 375632.990093616 4064829.44204256, 375633.570095079 4064829.04203797, 375633.930097058 4064828.9320352, 375634.36010044 4064828.93203199, 375636.800118315 4064828.76201362, 375637.69012392 4064828.58200685, 375639.040134151 4064828.53199671, 375639.510138622 4064828.63199326, 375640.440148879 4064829.01198655, 375641.100157013 4064829.39198186, 375641.610164742 4064829.87197836, 375642.000172068 4064830.4219758, 375642.760189739 4064831.93197109, 375643.760218125 4064834.58196534, 375644.790243185 4064836.77195906, 375645.170251439 4064837.45195666, 375645.930265082 4064838.44195161, 375651.460390569 4064849.03191715, 375651.940400769 4064849.8619141, 375652.410409265 4064850.48191099, 375652.94041831 4064851.11190743, 375653.540431777 4064852.24190368, 375654.150443929 4064853.19189974, 375654.780457167 4064854.26189572, 375655.480472348 4064855.5118913, 375655.860481375 4064856.29188897, 375656.050488598 4064857.03188803, 375656.240494273 4064857.57188696, 375656.880508131 4064858.71188292, 375658.510545488 4064861.88187279, 375660.360584419 4064865.03186101, 375660.690592277 4064865.71185899, 375660.900600431 4064866.55185797, 375661.070605871 4064867.08185704, 375661.570616691 4064867.97185388, 375664.450681831 4064873.46183593, 375665.290701284 4064875.12183073, 375665.940717153 4064876.51182678, 375668.040776002 4064881.98181465, 375668.390786184 4064882.94181266, 375669.26080742 4064884.80180737, 375669.930822051 4064886.01180315, 375670.310830069 4064886.66180074, 375670.810838255 4064887.21179736, 375671.130844099 4064887.64179525, 375671.640856156 4064888.68179211, 375672.35087234 4064890.0517877, 375673.030887824 4064891.36178347, 375673.760904009 4064892.7117789, 375674.170915359 4064893.76177652, 375674.800930681 4064895.10177269, 375674.99093914 4064896.00177185, 375676.030962328 4064897.94176535, 375676.670977031 4064899.19176138, 375677.380992981 4064900.53175695, 375677.791004407 4064901.59175458, 375679.101033739 4064904.0517464, 375680.991070025 4064906.82173408, 375681.451080063 4064907.65173119, 375682.211095243 4064908.84172629, 375683.021112751 4064910.28172117, 375683.681124823 4064911.17171682, 375685.601161187 4064913.92170428, 375686.71117958 4064915.1716968, 375687.21118877 4064915.85169351, 375689.061224195 4064918.55168145, 375690.061244895 4064920.21167507, 375690.881262556 4064921.66166989, 375692.071285677 4064923.44166216, 375693.021303507 4064924.78165594, 375693.601315568 4064925.75165225, 375694.961346213 4064928.33164378, 375695.871363882 4064929.69163787, 375697.411392844 4064931.87162779, 375698.761422093 4064934.28161929, 375699.521435179 4064935.20161421, 375701.391470753 4064937.90160201, 375704.852537138 4064942.96957949, 375705.521544495 4064943.24157467, 375707.301564658 4064944.0415619, 375709.261588478 4064945.13154797, 375714.051645576 4064947.65151386, 375715.781666892 4064948.65150159, 375717.291684856 4064949.44149083, 375719.681713673 4064950.74147384, 375721.561736011 4064951.72146044, 375722.571747187 4064952.14145318, 375724.321764636 4064952.62144042, 375725.541776494 4064952.91643151, 375726.761788351 4064953.21142259, 375728.30180245 4064953.47141126, 375730.241820771 4064953.87139704, 375732.501841912 4064954.31138045, 375734.581859707 4064954.50136504, 375736.49187524 4064954.57135083, 375739.951904021 4064954.78132513, 375742.271924318 4064955.05130798, 375746.601963097 4064955.67127606, 375747.751972741 4064955.75126752, 375749.59198726 4064955.76125379, 375751.402000383 4064955.62124018, 375753.582015638 4064955.38122374, 375755.762030428 4064955.08120726, 375759.912057357 4064954.35117579, 375761.042065298 4064954.23116727, 375762.422075356 4064954.1311569, 375763.702084243 4064953.98114724, 375765.682099165 4064953.9011324, 375767.912116281 4064953.85111572, 375771.422143598 4064953.82108949, 375774.912171762 4064953.92106349, 375779.342208232 4064954.14103056, 375782.72223476 4064954.14100532, 375786.752265772 4064954.06097517, 375789.432284487 4064953.76095496, 375791.71229736 4064953.1109375, 375792.672302035 4064952.74093009, 375793.122305026 4064952.67092668, 375794.152312415 4064952.58091893, 375795.242318884 4064952.31091061, 375799.392347593 4064951.81087929, 375810.402423424 4064950.44079616, 375812.392436108 4064950.06078104, 375814.702449373 4064949.43076337, 375816.232459528 4064949.19075178, 375817.172466983 4064949.20074477, 375817.902471632 4064949.06073922, 375818.652476128 4064948.8807335, 375820.472488791 4064948.67071977, 375821.782498379 4064948.58070993, 375823.162509751 4064948.65069967, 375824.392520177 4064948.75069055, 375825.352528021 4064948.79068341, 375826.352537183 4064948.96067606, 375827.89254981 4064949.0306646, 375828.492554365 4064949.01066011, 375830.502568134 4064948.75064493, 375833.762590709 4064948.36062032, 375835.032600214 4064948.30061079, 375836.602612691 4064948.32059908, 375837.862622426 4064948.30058966, 375839.292634191 4064948.37057903, 375840.982648613 4064948.52056651, 375842.142657564 4064948.50055783, 375842.34365894 4064948.47455631, 375853.530304273 4065020.70052125, 375859.583381213 4065024.52047866, 375860.823467659 4065034.46047608, 375865.593701169 4065059.87045758, 375865.413745298 4065065.77046288, 375866.743802181 4065071.79045701, 375867.152322686 4065074.03245547, 375872.923878221 4065075.37041335, 375870.113882953 4065078.83543662, 375868.273899916 4065082.90045307, 375867.733915986 4065085.53045886, 375867.573935418 4065088.21046185, 375868.043966422 4065091.75046073, 375868.563983769 4065093.470458, 375867.794011624 4065097.86046669, 375868.114054419 4065103.08046781, 375870.474234363 4065124.00046428, 375872.234316907 4065132.91045715, 375873.490084319 4065139.80145243, 375877.022961621 4065146.80593083, 375889.151719832 4065166.47924472, 375892.417864629 4065183.42634085, 375894.329329709 4065202.4799149, 375891.481950953 4065222.42277471, 375886.905200376 4065232.5204149, 375885.575274334 4065243.45043214, 375885.97529737 4065246.0304309, 375884.805333841 4065251.94044357, 375884.435432437 4065265.09045515, 375894.425517784 4065266.04038152, 375893.190581031 4065275.48639705, 375857.642319524 4065277.56666268, 375849.405243424 4065276.04072289, 375841.185151977 4065272.51078163, 375830.565046491 4065269.59085863, 375829.345011782 4065266.33086553, 375791.204655095 4065258.72114405, 375780.114567853 4065258.64122645, 375758.144369796 4065255.22138755, 375751.072297019 4065252.95443865, 375743.324202652 4065248.57949339, 375657.453473765 4065241.09212714, 375620.503331274 4065259.96241412, 375612.104294185 4065263.64247894, 375607.71021687 4065258.09650805))"
da_cartografiaBarrio.1799,1799,61,BARCENILLAS                   ,BARCENILLAS                   ,"POLYGON ((374374.789313013 4065553.23279235, 374292.515221282 4065536.01127979, 374246.43809576 4065536.01186335, 374202.588869919 4065536.7632197, 374079.92326146 4065541.80021795, 374039.971079856 4065545.52354402, 373947.411430092 4065550.23838503, 373879.168207874 4065542.79484826, 373889.988039111 4065494.72001523, 373844.996051667 4065483.04289678, 373838.595499606 4065479.08767194, 373835.395197314 4065473.81399546, 373835.395368263 4065466.46817079, 373862.540749049 4065393.84286773, 373865.904613494 4065384.84311647, 373846.218706783 4065360.80599661, 373846.030392409 4065352.80127112, 373849.136484639 4065347.43337003, 373856.195868093 4065345.64402055, 373869.749928194 4065347.71572176, 373878.807454492 4065348.17984037, 373892.339955854 4065342.06514203, 373925.471786483 4065307.40911209, 373943.16715899 4065284.2423456, 373949.75590171 4065280.66370791, 373956.344665424 4065279.72192152, 373960.862693462 4065281.41700334, 373965.004241279 4065285.74893954, 373967.267141536 4065291.48052694, 373955.685853917 4065321.91112727, 373966.04022609 4065361.93509927, 373994.466476755 4065413.35346836, 373999.247828593 4065422.42592317, 374014.515352793 4065436.80244731, 374023.080806266 4065443.20615942, 374033.434618743 4065446.87883241, 374045.953286189 4065447.16125037, 374056.589404128 4065441.98163443, 374066.130882156 4065434.39471175, 374059.413126298 4065412.76532401, 374053.183126732 4065416.96437669, 374052.463096902 4065413.69438102, 374052.503061467 4065409.21437859, 374053.343050317 4065407.25437084, 374054.873038843 4065404.79435723, 374058.573037025 4065402.10432585, 374064.343048077 4065399.65427772, 374071.683074442 4065398.08421721, 374073.603069649 4065396.20420069, 374076.183070578 4065394.60417893, 374079.683080833 4065393.56414994, 374082.953088597 4065392.36412275, 374087.103096566 4065390.60408812, 374091.38310244 4065388.49405226, 374099.413201191 4065395.56399023, 374104.613333638 4065408.75395418, 374107.033263483 4065398.3239295, 374111.313073925 4065371.6438819, 374120.192852274 4065337.86379335, 374122.612846242 4065335.49377248, 374125.132841615 4065333.23375085, 374127.752838473 4065331.09372846, 374129.562837243 4065329.73371305, 374140.912859984 4065325.03361823, 374141.822862498 4065324.74361067, 374143.692868984 4065324.31359522, 374145.60287751 4065324.11357955, 374147.512887628 4065324.11356397, 374149.422899573 4065324.34354851, 374150.362906143 4065324.54354094, 374154.722940051 4065325.90350605, 374158.382967786 4065326.95347672, 374165.583007751 4065327.18341812, 374167.513018212 4065327.2134024, 374169.433026791 4065327.01338665, 374171.31303333 4065326.58337111, 374172.223035685 4065326.27336354, 374173.993038858 4065325.49334873, 374182.860096843 4065326.87927711, 374191.963198354 4065333.58320619, 374194.413248615 4065338.27318852, 374195.373248055 4065337.56318035, 374273.653804132 4065355.37255126, 374298.863950229 4065356.96034666, 374302.614091102 4065372.19232387, 374308.154237697 4065386.95228629, 374316.784318093 4065391.32221826, 374317.104329162 4065392.50221626, 374326.854500722 4065407.60214464, 374328.854533868 4065410.44212982, 374341.264757458 4065430.32203909, 374343.509796264 4065433.71202257, 374347.514878459 4065441.39199396, 374349.104924522 4065446.13198348, 374350.659994944 4065453.96197489, 374351.775069551 4065462.6119703, 374352.255167012 4065474.56197258, 374361.105369342 4065494.1419108, 374357.685361027 4065495.37193923, 374361.542470098 4065506.53591368, 374364.935603418 4065521.06189366, 374368.27561202 4065519.92186595, 374370.85571438 4065531.09185081, 374371.995774178 4065537.86184507, 374373.125830985 4065544.26183923, 374374.789313013 4065553.23279235))"
da_cartografiaBarrio.1829,1829,91,LOS CASINIS                   ,LOS CASINIS                   ,"POLYGON ((373265.474346444 4067715.83453263, 373248.919970185 4067679.57264993, 373228.473937329 4067688.72581149, 373216.051668167 4067663.16790022, 373199.646643914 4067670.77602994, 373168.678964167 4067605.99025139, 373189.228981376 4067594.80808821, 373215.041962292 4067575.67588159, 373202.201604138 4067539.28497057, 373198.15949473 4067528.24699873, 373224.339499586 4067511.85478976, 373249.615501773 4067495.71158777, 373230.53515427 4067464.70172701, 373222.397016009 4067452.72078684, 373240.988008825 4067439.74263776, 373262.120029878 4067428.63746934, 373274.425093905 4067428.63737327, 373280.318127753 4067429.03532739, 373307.794377093 4067442.32811714, 373315.25943389 4067445.53772751, 373323.885503672 4067447.68499328, 373334.023186656 4067447.76538532, 373345.512087044 4067443.22787853, 373353.287913033 4067448.09016079, 373364.303643818 4067452.1420273, 373374.816955229 4067453.07264182, 373417.439455749 4067449.6416947, 373439.793305547 4067472.56309731, 373444.167426795 4067484.88106741, 373443.45349255 4067493.56807595, 373437.259538779 4067503.37612758, 373427.158558706 4067512.43420938, 373409.535548354 4067522.59435012, 373414.096638097 4067530.85031737, 373418.346719933 4067538.32028679, 373421.136733394 4067538.19026502, 373433.656824136 4067541.4001686, 373434.506837695 4067542.54316237, 373444.381993672 4067555.63008994, 373448.457057231 4067560.93006003, 373449.747072882 4067562.04905037, 373453.157128673 4067566.81002546, 373449.167109141 4067566.96005657, 373466.547364964 4067587.65992844, 373470.397430461 4067593.34990046, 373476.627534784 4067602.34985511, 373481.08762983 4067611.33982355, 373484.217747629 4067624.03980363, 373484.968816756 4067632.19780063, 373478.240823469 4067637.40685472, 373449.15489637 4067665.40809031, 373439.386897743 4067671.92016839, 373429.836875938 4067675.39224372, 373413.011812596 4067678.39237538, 373358.466598056 4067686.9668017, 373329.795486187 4067691.58502578, 373317.481448448 4067694.85612241, 373265.474346444 4067715.83453263))"
